,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_ratio,household_rooms
13491,-117.4,34.06,17.0,8.603737792816423,6.9167150203536085,8.170185652879642,6.846943139585379,3.9191,101600.0,0,1,0,0,0,0.8039197831120131,1.2565808737441082
15073,-116.99,32.8,34.0,8.204671828950811,6.289715570908998,7.322510433997394,6.333279628139691,5.2907,195800.0,1,0,0,0,0,0.7666017242414567,1.2954854847236257
12876,-121.36,38.66,22.0,7.965198290612176,6.396929655216146,7.217443431696533,6.295266001439646,2.7955,96500.0,0,1,0,0,0,0.8031099065990109,1.2652679471829527
14944,-116.98,32.74,24.0,6.885509670034818,4.997212273764115,6.12029741895095,5.135798437050262,4.9286,173700.0,1,0,0,0,0,0.7257577889276053,1.3406892335107878
18189,-122.02,37.37,8.0,8.645938147306799,7.306531398939505,8.086717920303906,7.1929342212158,4.2782,327700.0,1,0,0,0,0,0.8450825433230149,1.2020043394537538
5955,-117.86,34.13,29.0,6.447305862541213,4.983606621708336,5.937536205082426,5.003946305945459,3.4107,170800.0,0,1,0,0,0,0.7729750577932163,1.2884442534646745
13567,-117.28,34.16,35.0,7.615298339825815,6.124683390894205,6.880384082186005,5.988961416889864,2.3778,90700.0,0,1,0,0,0,0.8042604659181738,1.2715557522794205
17965,-121.99,37.32,20.0,8.403352374992478,6.762729506931879,7.622174594817622,6.695798917058491,4.7083,217700.0,1,0,0,0,0,0.8047656703123713,1.255018628708182
2317,-119.67,36.89,15.0,7.772331575169614,5.8998973535824915,7.155396301896734,5.958424693029782,5.308,167500.0,0,1,0,0,0,0.7590897656027676,1.3044272564628963
3948,-118.61,34.2,16.0,7.449498005382849,6.148468295917647,6.799055862058796,6.16541785423142,3.6296,160900.0,1,0,0,0,0,0.8253533716600628,1.2082713907655334
15722,-122.46,37.78,47.0,7.428333194190806,5.940171252720432,6.731018100482083,5.929589143389895,5.2806,400000.0,0,0,0,1,0,0.7996640831035737,1.252756812412823
16108,-122.5,37.74,40.0,7.745435610274381,6.100318952020064,7.144407180321139,6.19644412779452,3.7969,297800.0,0,0,0,0,1,0.7876017901340427,1.2499807067624102
13532,-117.34,34.18,7.0,7.977625098784593,6.1779441140506,7.368339686311381,6.214608098422191,4.6312,124900.0,0,1,0,0,0,0.7744089296690343,1.2836891679155131
7585,-118.22,33.9,40.0,7.497207223203318,6.208590026096629,7.64826303090192,6.150602768446279,2.3542,97900.0,1,0,0,0,0,0.8281203708604304,1.2189386155232405
17306,-119.55,34.38,17.0,7.5766097669730375,5.910796644040527,6.525029657843462,5.860786223465865,2.7275,500001.0,1,0,0,0,0,0.7801373999497897,1.292763373050057
9228,-120.21,36.98,21.0,7.419380582918692,5.717027701406222,6.759255270663693,5.6240175061873385,2.6012,92200.0,0,1,0,0,0,0.7705532338600177,1.3192314168219001
20471,-118.77,34.26,26.0,8.019283792916793,6.150602768446279,7.509883061154913,6.150602768446279,5.6385,196900.0,1,0,0,0,0,0.7669765688899716,1.303820795265334
17199,-119.78,34.48,21.0,7.774015077250727,5.777652323222656,6.915723448631314,5.796057750765372,7.9248,500001.0,0,0,0,0,1,0.7432005554156859,1.341259078418286
14526,-117.13,32.92,17.0,7.301147805856032,5.755742213586912,6.910750787961936,5.707110264748875,3.6196,163400.0,1,0,0,0,0,0.7883338848407375,1.2793072968912222
16199,-121.27,37.95,43.0,6.324358962381311,5.111987788356544,6.352629396319567,4.976733742420574,1.7212,59000.0,0,1,0,0,0,0.8083013343745635,1.2707850750531173
16336,-121.35,38.04,12.0,8.735203590618699,6.927557906278317,8.235360643753348,6.8690144506657065,3.7206,146000.0,0,1,0,0,0,0.7930619858383461,1.2716822265197203
15383,-117.2,33.38,14.0,8.592857095337227,6.71174039505618,7.762596048540069,6.698268054115413,5.0507,291500.0,1,0,0,0,0,0.7810836745671235,1.2828475996952344
2528,-122.23,39.53,8.0,7.1459844677143876,5.820082930352362,7.121252453244542,5.7899601708972535,1.3708,125000.0,0,1,0,0,0,0.8144550210887724,1.2342026986011192
12759,-121.39,38.62,27.0,8.647168267837984,7.305188215393037,7.755767170102998,7.23561914106675,2.2844,170500.0,0,1,0,0,0,0.8448069921992536,1.1950833922089392
6758,-118.12,34.11,48.0,7.661527081358517,5.768320995793772,6.666956792429207,5.768320995793772,5.2131,359600.0,1,0,0,0,0,0.7528944209867561,1.3282074778683883
3315,-122.78,38.97,11.0,8.551787836180736,6.879355804460439,7.6708948313621175,6.675823221634848,3.0466,97300.0,0,1,0,0,0,0.8044348078135657,1.2810087313975462
13200,-117.7,34.06,25.0,7.628031126930335,6.413458957167357,7.7284157798410416,6.336825731146441,2.3049,150000.0,0,1,0,0,0,0.8407751424250225,1.2037621753486807
926,-121.92,37.47,26.0,7.6093665379542115,5.777652323222656,7.00850518208228,5.8805329864007,6.0878,246900.0,1,0,0,0,0,0.7592816424868903,1.293992662833727
8481,-118.29,33.93,31.0,8.267448958304849,6.925595197110468,8.186185994226083,6.870053411798126,2.0437,137200.0,1,0,0,0,0,0.8376943398185172,1.203403883892218
4467,-118.19,34.06,44.0,7.45876269238096,5.8998973535824915,7.033506484287697,5.863631175598097,2.5132,163100.0,1,0,0,0,0,0.7910021536962382,1.272038173789155
5010,-118.32,34.01,44.0,8.302265794873367,6.81783057145415,7.392031567514591,6.744059186311348,2.4934,165800.0,1,0,0,0,0,0.8212011925303748,1.2310487742641354
3822,-118.48,34.19,36.0,7.629975707027789,6.049733455231958,7.0326242610280065,6.049733455231958,3.8833,210400.0,1,0,0,0,0,0.7928902643372366,1.2612085744751613
10424,-117.63,33.45,5.0,8.174702882469461,6.405228458030842,7.360103972989152,6.282266746896006,5.3705,363500.0,0,0,0,0,1,0.7835426620540261,1.3012346039761022
10836,-117.93,33.68,33.0,7.887959336599945,6.07073772800249,7.088408778675395,6.063785208687608,5.069,264200.0,1,0,0,0,0,0.7696208193967748,1.3008309274046903
2568,-124.15,40.79,37.0,7.898411092811599,6.192362489474872,7.142036574706803,6.18826412308259,3.0216,86400.0,0,0,0,0,1,0.7840010372605937,1.2763532609007524
3921,-118.56,34.2,35.0,7.729295674310482,5.733341276897746,7.266827347520591,6.0014148779611505,4.0789,196700.0,1,0,0,0,0,0.7417676226248401,1.287912239277872
9088,-118.22,34.67,28.0,7.765569081097317,6.013715156042802,7.0587581525186645,5.953243334287785,4.3636,179700.0,0,1,0,0,0,0.7744075280562738,1.3044266200864691
9769,-121.32,36.43,22.0,7.982074875081202,6.45833828334479,7.842671474979457,6.428105272684596,2.7153,114300.0,1,0,0,0,0,0.8091051993895371,1.2417461345880565
5252,-118.47,34.1,32.0,8.992433087457218,7.040536390215956,7.926241523170962,7.009408932708637,11.1978,500001.0,1,0,0,0,0,0.7829400921577279,1.2829088977096224
11615,-118.06,33.8,22.0,7.545918151209323,6.093569770045136,6.923628628138427,6.003887067106539,4.1379,212500.0,1,0,0,0,0,0.8075319196337385,1.2568387890823431
11376,-117.96,33.68,24.0,8.782322859397507,7.154615356913663,8.143807976771484,7.089243155027514,4.25,152100.0,1,0,0,0,0,0.8146609355471236,1.238823759792934
18965,-122.03,38.26,25.0,8.43771698991444,6.953684210870537,7.895808377083183,6.919683849847411,2.9576,108500.0,0,1,0,0,0,0.8241191567792852,1.2193789735206622
16666,-120.71,35.27,9.0,7.851271997109883,6.045005314036012,7.047517221357296,5.988961416889864,5.4287,331600.0,0,0,0,0,1,0.769939611856681,1.310957184490786
6329,-117.95,33.98,15.0,9.683027896351076,7.864419904994565,8.953252164609035,7.845024417241484,5.6716,330400.0,1,0,0,0,0,0.8121860216842058,1.2342890705438854
18585,-121.77,36.94,18.0,6.96979066990159,5.834810737062605,6.9411900550683745,5.749392985908253,2.0192,171300.0,1,0,0,0,0,0.8371572423630608,1.2122654838492566
7733,-118.14,33.93,32.0,7.633369649679584,6.0844994130751715,6.98100574072173,6.093569770045136,4.4279,226400.0,1,0,0,0,0,0.7970922007334693,1.2526925821386046
574,-122.27,37.77,23.0,8.644706511715198,7.147559271189454,7.897668150726906,7.049254841255837,4.7695,291700.0,0,0,0,1,0,0.8268134102069482,1.2263291236290625
5504,-118.43,33.99,43.0,7.81762544305337,6.3080984415095305,7.10085190894405,6.202535517187923,4.0189,302900.0,1,0,0,0,0,0.8069072236141496,1.2603918867356505
18455,-121.79,37.23,16.0,7.714677473800927,5.707110264748875,7.108244139731541,5.723585101952381,6.0198,289600.0,1,0,0,0,0,0.7397730215074113,1.3478750357305533
9005,-118.58,34.12,42.0,6.577861357721047,4.948759890378168,5.783825182329737,4.882801922586371,6.4018,500001.0,1,0,0,0,0,0.7523356941187807,1.3471489243284358
14870,-117.11,32.64,23.0,7.3901814282264295,6.104793232414985,6.933423025730715,6.030685260261263,1.858,67500.0,0,0,0,0,1,0.826068113713424,1.2254297993170795
18863,-122.21,38.11,35.0,7.660585461703256,5.993961427306569,7.081708586105575,6.013715156042802,3.0962,124600.0,0,0,0,1,0,0.7824416889899001,1.273852396218936
19822,-119.48,36.44,22.0,7.237059026124737,5.673323267171493,7.078341579557671,5.605802066295998,2.0857,49200.0,0,1,0,0,0,0.7839266263673704,1.2909943912640824
81,-122.27,37.81,52.0,5.351858133476067,4.04305126783455,5.214935757608986,4.04305126783455,1.1667,112500.0,0,0,0,1,0,0.7554481391322984,1.3237176031019044
16978,-122.3,37.57,36.0,7.587817219993427,5.8664680569332965,7.064759027791802,5.916202062607435,5.033,270900.0,0,0,0,1,0,0.7731430379576774,1.2825486925051484
7973,-118.21,33.88,32.0,7.318539548567902,5.940171252720432,6.9874902470009905,5.860786223465865,3.225,138200.0,1,0,0,0,0,0.8116607436907012,1.248729994495512
18309,-122.11,37.41,33.0,7.403670290012373,5.652489180268651,6.492239835020471,5.645446897643238,6.0884,432900.0,0,0,0,1,0,0.7634712188485644,1.311440958394831
16513,-121.22,37.81,17.0,7.965545573129992,6.297109319933935,7.497207223203318,6.274762021241939,3.6378,126100.0,0,1,0,0,0,0.7905433798754278,1.2694577971505927
13941,-117.18,34.3,33.0,5.991464547107982,4.477336814478207,4.276666119016055,3.332204510175204,1.875,71300.0,0,1,0,0,0,0.7472858729739745,1.7980482676895952
9501,-123.59,38.8,17.0,8.556990661290303,6.945051063725834,7.463363045520021,6.6895992691789665,3.1201,176100.0,0,0,0,0,1,0.811623073885486,1.279148468685558
2546,-124.19,40.78,37.0,7.22402480828583,5.768320995793772,6.46302945692067,5.564520407322694,1.8242,70000.0,0,0,0,0,1,0.7984913048993975,1.2982295471105278
7899,-118.05,33.86,16.0,7.955775781534187,6.440946540632921,7.593877844605118,6.403574197934815,5.4089,265600.0,1,0,0,0,0,0.8095937740707485,1.2423961268536508
9390,-122.53,37.9,44.0,7.954021087278037,6.313548046277095,7.117205503164344,6.2878585601617845,3.8839,327200.0,0,0,0,1,0,0.7937555076859455,1.2649809169806425
6005,-117.77,34.07,29.0,7.998671361015776,6.4967749901858625,7.8050670442584895,6.452048954437226,3.0638,113600.0,0,1,0,0,0,0.8122317691223179,1.2397102714967625
3298,-122.63,38.96,17.0,7.443663683115591,6.131226489483141,6.452048954437226,5.746203190540153,1.75,64000.0,0,1,0,0,0,0.823683974786577,1.2954055810922123
15342,-117.37,33.22,35.0,7.6984827878809465,6.180016653652572,7.269616749608169,6.137727054086234,3.676,125600.0,0,0,0,0,1,0.8027577412241846,1.2542888792611964
19327,-122.91,38.49,37.0,7.8119734296220225,6.253828811575473,7.037027614686276,6.163314804034641,3.6343,146500.0,1,0,0,0,0,0.8005440453575712,1.2674954432812897
14609,-117.19,32.81,33.0,8.561592778712923,6.726233402358747,7.706162970199576,6.733401891837359,5.1491,207000.0,0,0,0,0,1,0.7856287464503668,1.271510733540472
12213,-117.18,33.51,13.0,5.602118820879701,3.7612001156935624,4.795790545596741,3.7612001156935624,6.993,500001.0,1,0,0,0,0,0.671388850531903,1.4894498161650394
20348,-119.05,34.19,39.0,4.969813299576001,3.6109179126442243,4.736198448394496,3.5263605246161616,2.8942,275000.0,0,0,0,0,1,0.7265701335203658,1.409332161270424
411,-122.28,37.89,52.0,7.111512116496157,5.135798437050262,6.023447592961033,5.1298987149230735,5.7912,327100.0,0,0,0,1,0,0.7221809304292757,1.3862870422389615
18334,-122.16,37.45,37.0,7.9817332866918855,6.774223886357614,7.218176838403408,6.704414354964107,4.5987,356000.0,0,0,0,1,0,0.8487158920296701,1.190519091467254
3933,-118.58,34.2,37.0,7.237059026124737,5.53338948872752,6.717804695023691,5.521460917862246,5.015,220900.0,1,0,0,0,0,0.7645909020159686,1.3107145253373853
6093,-117.87,34.12,33.0,7.630461261783627,5.8916442118257715,6.97914527506881,5.8289456176102075,4.2454,183800.0,1,0,0,0,0,0.772121633240373,1.309063724789393
13211,-117.7,34.04,13.0,8.57583938684897,6.933423025730715,7.962415680121064,6.892641641172089,3.5954,163000.0,0,1,0,0,0,0.8084833114252469,1.2442021264565055
15794,-122.42,37.77,52.0,7.689828668736484,6.48768401848461,7.144407180321139,6.440946540632921,2.7794,350000.0,0,0,0,1,0,0.8436708147817032,1.193897297582731
5898,-118.3,34.17,16.0,7.21081845347222,5.988961416889864,7.10002716662926,5.8805329864007,3.1551,205000.0,1,0,0,0,0,0.8305522397399984,1.2262185196729503
14108,-117.11,32.75,20.0,7.419380582918692,6.152732694704104,7.164720378771857,6.100318952020064,2.0893,101100.0,0,0,0,0,1,0.8292784857093415,1.216228305646516
17611,-121.92,37.29,35.0,7.691656822810547,5.730099782973574,6.68586094706836,5.771441123130016,7.6659,426900.0,1,0,0,0,0,0.7449760064671975,1.3327099174563084
8437,-118.37,33.93,46.0,7.030857476116121,5.308267697401205,6.222576268071369,5.2832037287379885,4.4861,246300.0,1,0,0,0,0,0.7549957761814164,1.330794312903697
10520,-117.69,33.55,4.0,7.475905969367397,5.3981627015177525,6.559615237493242,5.41610040220442,8.3275,384200.0,1,0,0,0,0,0.7220747189219314,1.380311555215005
3050,-119.34,35.6,16.0,7.368339686311381,5.736572297479192,6.919683849847411,5.594711379601839,2.4961,58800.0,0,1,0,0,0,0.7785434089224166,1.3170187318645499
15620,-122.42,37.8,52.0,6.60934924316738,5.14166355650266,5.627621113690637,5.111987788356544,4.4712,500001.0,0,0,0,1,0,0.7779379432578803,1.292911782422748
20257,-119.16,34.2,35.0,7.688913336864796,6.456769655572163,8.16194579946869,6.436150368369428,1.9704,160300.0,0,0,0,0,1,0.8397506087908324,1.1946447638408346
3081,-118.31,35.74,18.0,7.752764808851328,6.466144724237619,6.684611727667927,5.817111159963204,1.8419,92300.0,0,1,0,0,0,0.8340437100394461,1.3327517036652894
8905,-118.47,34.03,32.0,8.014666370464942,6.665683717782408,7.188412736496954,6.608000625296087,3.3889,347900.0,1,0,0,0,0,0.8316857383292079,1.212873125311762
9948,-122.33,38.21,33.0,7.609862200913554,5.916202062607435,6.856461984594587,5.8377304471659395,4.625,228600.0,0,0,0,1,0,0.7774387901396168,1.3035651902372327
4494,-118.21,34.06,52.0,6.154858094016418,4.7535901911063645,6.075346031088684,4.820281565605037,2.095,109100.0,1,0,0,0,0,0.7723314036643141,1.2768669236947088
3018,-119.45,35.07,45.0,6.881411303642535,5.214935757608986,6.2166061010848646,5.181783550292085,2.6389,30000.0,0,1,0,0,0,0.7578293939280399,1.3280005304842666
18141,-122.05,37.34,34.0,7.830425617820331,5.996452088619021,6.984716320118266,5.991464547107982,7.7865,423900.0,1,0,0,0,0,0.765788781004753,1.3069301430816271
9,-122.25,37.84,52.0,8.174702882469461,6.56244409369372,7.347299700743164,6.5722825426940075,3.6912,261100.0,0,0,0,1,0,0.8027746314507396,1.2438148891752627
4150,-118.21,34.12,52.0,7.372118028337787,5.8888779583328805,7.028201432058005,5.7745515455444085,3.4625,173900.0,1,0,0,0,0,0.798804079871828,1.276656372394155
3516,-118.48,34.25,36.0,7.5766097669730375,5.981414211254481,6.947937068614969,5.929589143389895,5.1619,195300.0,1,0,0,0,0,0.7894578703693934,1.2777630260300894
14533,-117.13,32.93,16.0,7.978996370854115,6.09807428216624,7.437206366871292,6.09807428216624,5.3062,195500.0,1,0,0,0,0,0.7642658297779711,1.3084452569212897
12767,-121.42,38.61,34.0,7.027314514039777,5.54907608489522,6.380122536899765,5.497168225293202,2.1776,84400.0,0,1,0,0,0,0.7896439064750548,1.2783517305703267
4406,-118.24,34.08,52.0,4.927253685157205,3.295836866004329,4.189654742026425,3.2188758248682006,4.025,137500.0,1,0,0,0,0,0.6688993659759523,1.5307374230128792
3759,-118.38,34.18,32.0,8.175829008714597,6.966967138613983,8.048788283534199,6.918695219020472,2.5603,174200.0,1,0,0,0,0,0.8521419823222708,1.1817009927302604
13902,-116.44,34.16,19.0,7.532623618788788,5.8916442118257715,6.63200177739563,5.7745515455444085,2.8929,98100.0,0,1,0,0,0,0.7821503515893339,1.3044517066612544
16213,-121.32,37.96,46.0,7.513709247839705,5.902633333401366,6.883462586413092,5.924255797414532,2.0398,88100.0,0,1,0,0,0,0.7855818130171133,1.2682958847116026
7001,-118.05,33.96,37.0,7.872073979866873,6.481577129276431,7.929846429742503,6.4692503167957724,2.9714,160300.0,1,0,0,0,0,0.8233633405698815,1.216844857499025
15801,-122.44,37.76,30.0,8.53503310954457,7.099201743553092,7.568379267836522,7.038783541388542,4.6053,386100.0,0,0,0,1,0,0.8317720215536347,1.2125721808829573
20264,-119.19,34.2,36.0,7.165493475060845,5.746203190540153,7.029087564149662,5.817111159963204,2.1542,253900.0,0,0,0,0,1,0.8019270704159506,1.2317958653391403
14653,-117.14,32.8,41.0,7.793174347189205,6.152732694704104,7.503289630675082,6.1463292576688975,2.1157,156900.0,0,0,0,0,1,0.7895027649321402,1.2679396141144743
4531,-118.21,34.04,43.0,7.315218389752975,6.169610732491456,7.520234556474628,6.169610732491456,1.9405,152500.0,1,0,0,0,0,0.8433939226112149,1.1856855654163598
20143,-119.06,34.35,34.0,7.794411205726601,6.472346294500901,7.6577552711348655,6.448889394146858,2.0682,158300.0,1,0,0,0,0,0.8303829659058312,1.2086439585707527
16928,-122.32,37.57,42.0,7.853604813097837,6.421622267806518,7.774015077250727,6.3784261836515865,3.2891,237900.0,0,0,0,0,1,0.8176655714961449,1.2312762720727646
13671,-117.27,34.07,21.0,6.037870919922137,4.890349128221754,5.996452088619021,4.795790545596741,1.7206,82100.0,0,1,0,0,0,0.8099459549699711,1.2589938744230216
1994,-119.77,36.73,44.0,7.581209826196346,5.976350909297934,7.160069207596127,5.945420608606575,2.1518,53000.0,0,1,0,0,0,0.7883109749379402,1.2751343134952986
3071,-119.25,35.78,35.0,7.564238475170491,5.958424693029782,7.22402480828583,6.028278520230698,2.2981,69900.0,0,1,0,0,0,0.7877097889745582,1.2547924668352937
1851,-124.3,41.8,19.0,7.890956716138919,6.315358001522335,7.1693500166706,6.171700597410915,1.9797,85800.0,0,0,0,0,1,0.8003285569423917,1.2785708884596974
3917,-118.53,34.19,32.0,7.870547844507712,6.541029999189903,7.581719640125308,6.452048954437226,2.625,192300.0,1,0,0,0,0,0.8310768358716498,1.21985246858596
14753,-117.05,32.56,18.0,7.103322062526113,5.771441123130016,7.086737934510577,5.857933154483459,1.9875,114900.0,0,0,0,0,1,0.8124988663512115,1.2125986888548697
17469,-119.85,34.44,28.0,7.476472381163905,5.71042701737487,7.068172000388042,5.697093486505405,6.0256,276800.0,0,0,0,0,1,0.7637862786414648,1.3123309980559879
3853,-118.45,34.18,33.0,7.639161171659173,6.18826412308259,6.92951677076365,6.111467339502679,3.6019,225000.0,1,0,0,0,0,0.8100711562469288,1.2499716921142559
17370,-120.43,34.98,21.0,7.9105906122564775,6.244166900663736,7.2909747781429814,6.192362489474872,3.6639,128600.0,1,0,0,0,0,0.7893426934506225,1.277475378048696
8285,-118.14,33.77,51.0,7.9420068084898565,6.432940092739179,7.066466970136958,6.340359303727752,3.875,342900.0,0,0,0,0,1,0.809989244262859,1.252611473267837
15271,-117.27,33.08,7.0,7.989560449333865,6.104793232414985,7.197435354096591,6.056784013228625,6.0922,342400.0,0,0,0,0,1,0.7640962567501415,1.3191093543840862
6587,-118.23,34.22,37.0,7.227662498728654,5.472270673671475,6.428105272684596,5.424950017481403,5.9771,431800.0,1,0,0,0,0,0.7571286947383123,1.3323002931710295
5300,-118.45,34.07,19.0,8.48590890137647,7.383989457978509,8.230044310126114,7.3395376954076745,1.583,350000.0,1,0,0,0,0,0.8701471514478286,1.1561912008008457
16773,-122.48,37.69,43.0,7.8868329989550565,6.1224928095143865,7.233455418621439,6.124683390894205,4.2421,257500.0,0,0,0,0,1,0.7762929442433444,1.2877127674355715
13432,-117.43,34.1,34.0,7.204892510204673,5.583496308781699,6.727431724850855,5.673323267171493,3.7011,99500.0,0,1,0,0,0,0.7749590019384045,1.269959805022139
2300,-119.77,36.81,28.0,7.446585099157725,5.713732805509369,6.498282149476434,5.645446897643238,3.567,85500.0,0,1,0,0,0,0.7672957106413304,1.3190426257071686
1476,-122.04,37.96,16.0,7.97728198675515,6.584791392385716,7.441906728051625,6.542471960506805,2.9097,106300.0,0,0,0,1,0,0.8254429771090686,1.2193070195653082
18842,-122.93,41.48,20.0,8.36380888451688,6.672032945461067,7.496097345175956,6.493753839851686,2.723,79600.0,0,1,0,0,0,0.7977266144629828,1.28797750743011
18121,-122.01,37.31,26.0,7.238496840894365,5.488937726156687,6.55250788703459,5.4680601411351315,6.6766,332700.0,1,0,0,0,0,0.7582980067279399,1.3237778396840572
12244,-116.98,33.74,25.0,8.507748732588238,6.968850378341948,7.371489295214277,6.932447891572509,1.8446,85700.0,0,1,0,0,0,0.8191180296202607,1.2272358718960956
5040,-118.32,33.98,44.0,7.278628942320682,5.752572638825633,6.759255270663693,5.739792912179234,2.2396,108600.0,1,0,0,0,0,0.7903373951896373,1.268099573222616
20587,-121.6,39.15,19.0,7.242082359256962,5.820082930352362,6.846943139585379,5.736572297479192,1.5208,70300.0,0,1,0,0,0,0.803647713687352,1.2624407021662278
11860,-121.23,40.01,38.0,6.587550014824796,5.25227342804663,5.393627546352362,4.7535901911063645,1.625,75000.0,0,1,0,0,0,0.7973030058560125,1.38580520196075
12045,-117.51,33.88,24.0,8.021256180143997,6.401917196727186,7.8407064517494,6.336825731146441,4.131,123800.0,0,1,0,0,0,0.7981190293578504,1.26581612316058
11162,-118.0,33.83,26.0,7.449498005382849,5.955837369464831,6.930494765951626,5.910796644040527,3.9333,196100.0,1,0,0,0,0,0.7994951290894057,1.2603204701507866
5936,-117.93,34.15,14.0,9.170663554823284,7.603897968521881,8.460411177317253,7.553810852008231,4.0393,156800.0,0,1,0,0,0,0.8291546105758764,1.2140446371363933
640,-122.15,37.72,29.0,8.335671314792847,6.954638864880987,7.613324979540639,6.870053411798126,2.8125,157400.0,0,0,0,1,0,0.8343225880966516,1.2133342807026473
16413,-121.18,37.96,35.0,6.021023349349527,4.31748811353631,5.267858159063328,4.0943445622221,2.5625,146900.0,0,1,0,0,0,0.7170688208679251,1.4705707489556694
11387,-117.98,33.65,18.0,6.93537044601511,5.332718793265369,6.07993319509559,5.198497031265826,4.2159,211300.0,1,0,0,0,0,0.768916215042185,1.3341106870510913
15633,-122.41,37.8,52.0,7.45298232946546,6.0330862217988015,6.92461239604856,5.981414211254481,3.3839,400000.0,0,0,0,1,0,0.8094861835304398,1.2460234429914774
10460,-117.63,33.47,4.0,7.749753406274437,6.0063531596017325,7.25063551189868,6.169610732491456,6.3369,256000.0,0,0,0,0,1,0.7750379714971066,1.2561170780939814
9393,-122.55,37.92,52.0,7.742402021815782,5.860786223465865,6.756932389247553,5.886104031450156,6.1085,500001.0,0,0,0,1,0,0.7569726044904302,1.3153695518202202
20306,-119.17,34.16,17.0,8.571113033405668,6.928537818164665,8.310660905907225,6.892641641172089,4.5828,205400.0,0,0,0,0,1,0.8083591700588811,1.2435164164356811
9160,-118.49,34.43,15.0,9.0173622349937,7.251344983372214,8.401557847817314,7.213768308118642,5.4829,199600.0,1,0,0,0,0,0.8041536753654969,1.2500210500031206
14064,-117.12,32.75,15.0,7.890582534656536,6.586171654854675,7.496097345175956,6.472346294500901,2.1394,106700.0,0,0,0,0,1,0.8346876324944695,1.2191224288108025
139,-122.2,37.82,39.0,8.235095497258357,6.282266746896006,7.143617602704121,6.2166061010848646,6.3302,362800.0,0,0,0,1,0,0.7628650753336753,1.3246931466063523
14979,-117.0,32.71,22.0,7.724888439323074,6.091309882077698,7.241366283322318,6.0330862217988015,3.725,123500.0,0,0,0,0,1,0.788530466157965,1.2804206927146902
19489,-120.99,37.66,39.0,7.466799475018602,5.799092654460526,6.723832440821209,5.713732805509369,2.5938,135600.0,0,1,0,0,0,0.7766503806433182,1.3068163544187557
3366,-120.49,40.31,16.0,7.507690077819904,5.8888779583328805,6.877296071497429,5.886104031450156,3.4643,85100.0,0,1,0,0,0,0.7843794692232292,1.27549394942825
15948,-122.43,37.73,52.0,8.189522110748094,6.6052979209482015,7.7279755421055585,6.473890696352274,3.8934,251800.0,0,0,0,1,0,0.8065547453958608,1.2650077820069614
18703,-122.38,40.57,43.0,7.719573989259581,6.297109319933935,7.299797366758161,6.240275845170769,1.5676,58200.0,0,1,0,0,0,0.8157327501096883,1.2370565309598633
9528,-123.19,39.12,38.0,5.5909869805108565,4.060443010546419,5.2832037287379885,4.110873864173311,2.3125,70000.0,1,0,0,0,0,0.7262479817428247,1.3600482927089743
13564,-117.29,34.15,42.0,7.502186486602924,5.846438775057725,6.75343791859778,5.8664680569332965,2.9667,97000.0,0,1,0,0,0,0.7792979800619512,1.2788250807462338
8637,-118.41,33.88,40.0,6.8308742346461795,5.541263545158426,5.918893854273146,5.429345628954441,5.2533,500001.0,1,0,0,0,0,0.8112085444426935,1.2581395073132668
9087,-118.17,34.66,9.0,7.3537223303996315,5.537334267018537,6.595780513961311,5.455321115357702,5.7049,173200.0,0,1,0,0,0,0.752997464172354,1.347990736915118
17718,-121.77,37.33,8.0,8.035602692918582,6.163314804034641,7.495541943884256,6.124683390894205,7.2707,355300.0,1,0,0,0,0,0.7670009381456969,1.3120029526530974
1239,-120.27,38.31,13.0,8.101071503119543,6.4967749901858625,5.5909869805108565,4.584967478670572,3.075,108300.0,0,1,0,0,0,0.8019648990487367,1.7668765461927503
18473,-121.69,37.14,12.0,8.3133619511344,6.3818160174060985,7.389563953677635,6.293419278846481,5.2951,386200.0,1,0,0,0,0,0.7676576642419939,1.3209610837589314
7501,-118.26,33.92,42.0,8.108021221376747,6.52649485957079,7.652545692693921,6.450470422144176,1.9809,104600.0,1,0,0,0,0,0.8049429918071412,1.256965878572557
8239,-118.18,33.77,36.0,7.51425465281641,6.535241271013659,7.029087564149662,6.431331081933479,1.1483,112500.0,0,0,0,0,1,0.8697125094854473,1.1683824945546681
11770,-121.32,38.74,14.0,7.27931883541462,5.43372200355424,6.508769136971682,5.4510384535657,4.3897,186300.0,0,1,0,0,0,0.7464602288223225,1.3354003824084166
13681,-117.23,34.15,17.0,8.52456594574565,6.706862336602747,7.642524134232902,6.726233402358747,4.6445,137200.0,0,1,0,0,0,0.7867687785264816,1.267361008132169
6914,-117.98,33.94,36.0,8.365905077202456,6.576469569048224,7.620214770574455,6.55250788703459,5.2851,258800.0,1,0,0,0,0,0.7861037757850564,1.2767485703841768
3872,-118.54,34.21,32.0,7.860956364876389,6.340359303727752,7.3758821482150125,6.306275286948016,3.9886,199200.0,1,0,0,0,0,0.8065633504922084,1.2465292121240044
3996,-118.59,34.18,7.0,9.380420642347783,7.898039690764619,8.39049553837028,7.803026643632217,4.2009,271300.0,1,0,0,0,0,0.8419707379761867,1.2021515587163634
